,current_user_id,Time,Event context,Component,Event name,Description,Origin,IP address
0,9562,"29/09/22, 19:51",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9562' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757&action=editsubmission'.,web,181.61.4.41
1,9562,"29/09/22, 19:51",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9562' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757&action=editsubmission'.,web,181.61.4.41
2,9562,"29/09/22, 19:51",Assignment: Activity 4 My Dream Job,Assignment,Submission form viewed.,The user with id '9562' viewed their submission for the assignment with course module id '62757'.,web,181.61.4.41
3,9562,"29/09/22, 19:51",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9562' viewed the 'assign' activity with course module id '62757'.,web,181.61.4.41
4,9562,"29/09/22, 19:51",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9562' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,181.61.4.41
5,9562,"29/09/22, 19:51",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9562' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,181.61.4.41
6,9562,"29/09/22, 19:51",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9562' has viewed the submission status page for the assignment with course module id '62757'.,web,181.61.4.41
7,9562,"29/09/22, 19:51",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9562' viewed the 'assign' activity with course module id '62757'.,web,181.61.4.41
8,9562,"29/09/22, 19:51",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9562' viewed the section number '1' of the course with id '186'.,web,181.61.4.41
9,9562,"29/09/22, 19:51",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9562' viewed the course with id '186'.,web,181.61.4.41
10,9570,"29/09/22, 18:59",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9570' viewed the course with id '186'.,web,200.118.61.27
11,9570,"29/09/22, 18:59",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9570' viewed the course with id '186'.,web,200.118.61.27
12,9570,"29/09/22, 18:59",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9570' viewed the course with id '186'.,web,200.118.61.27
13,9570,"29/09/22, 18:59",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9570' viewed the course with id '186'.,web,200.118.61.27
14,9596,"29/09/22, 17:11",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9596' viewed the section number '1' of the course with id '186'.,web,181.61.47.247
15,9596,"29/09/22, 17:11",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9596' viewed the course with id '186'.,web,181.61.47.247
16,9561,"29/09/22, 16:38",Assignment: Activity 2-Photoshop Interface,User tours,Step shown,The user with id '9561' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=22086&action=view'.,web,190.8.196.203
17,9561,"29/09/22, 16:37",Assignment: Activity 2-Photoshop Interface,User tours,Tour started,The user with id '9561' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=22086&action=view'.,web,190.8.196.203
18,9561,"29/09/22, 16:37",Assignment: Activity 2-Photoshop Interface,Assignment,The status of the submission has been viewed.,The user with id '9561' has viewed the submission status page for the assignment with course module id '22086'.,web,190.8.196.203
19,9561,"29/09/22, 16:37",Assignment: Activity 2-Photoshop Interface,Assignment,Course module viewed,The user with id '9561' viewed the 'assign' activity with course module id '22086'.,web,190.8.196.203
20,9561,"29/09/22, 16:37",Assignment: Activity 2-Photoshop Interface,Assignment,A submission has been submitted.,The user with id '9561' has submitted the submission with id '275276' for the assignment with course module id '22086'.,web,190.8.196.203
21,9561,"29/09/22, 16:37",Assignment: Activity 2-Photoshop Interface,File submissions,Submission created.,The user with id '9561' created a file submission and uploaded '1' file/s in the assignment with course module id '22086'.,web,190.8.196.203
22,9561,"29/09/22, 16:37",Assignment: Activity 2-Photoshop Interface,File submissions,A file has been uploaded.,The user with id '9561' has uploaded a file to the submission with id '275276' in the assignment activity with course module id '22086'.,web,190.8.196.203
