,current_user_id,Time,Event context,Component,Event name,Description,Origin,IP address
0,9624,"30/09/22, 16:42",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9624' viewed the course with id '186'.,web,181.61.62.55
1,9631,"30/09/22, 16:33",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9631' has viewed the submission status page for the assignment with course module id '62757'.,web,181.59.244.79
2,9631,"30/09/22, 16:33",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9631' viewed the 'assign' activity with course module id '62757'.,web,181.59.244.79
3,9631,"30/09/22, 16:33",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9631' viewed the section number '1' of the course with id '186'.,web,181.59.244.79
4,9631,"30/09/22, 16:33",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9631' viewed the course with id '186'.,web,181.59.244.79
5,9656,"30/09/22, 11:52",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9656' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
6,9656,"30/09/22, 11:52",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9656' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
7,9656,"30/09/22, 11:52",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9656' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
8,9656,"30/09/22, 11:52",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9656' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
9,9665,"30/09/22, 11:37",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9665' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
10,9659,"30/09/22, 11:36",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9659' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
11,9659,"30/09/22, 11:36",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9659' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
12,9659,"30/09/22, 11:36",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9659' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
13,9659,"30/09/22, 11:36",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9659' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
14,9659,"30/09/22, 11:35",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9659' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
15,9656,"30/09/22, 11:34",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9656' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
16,9658,"30/09/22, 11:33",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9658' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
17,9624,"30/09/22, 11:32",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9624' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
18,9656,"30/09/22, 11:32",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9656' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
19,9656,"30/09/22, 11:32",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9656' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
20,9656,"30/09/22, 11:32",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9656' viewed the course with id '186'.,web,201.217.216.162
21,9654,"30/09/22, 11:31",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9654' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
22,9654,"30/09/22, 11:31",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9654' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
23,9654,"30/09/22, 11:31",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9654' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
24,9654,"30/09/22, 11:31",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9654' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
25,9654,"30/09/22, 11:30",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9654' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
26,9654,"30/09/22, 11:30",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9654' viewed the course with id '186'.,web,201.217.216.162
27,9658,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9658' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
28,9658,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9658' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
29,9668,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9668' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
30,9639,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9639' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
31,9668,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9668' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
32,9659,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9659' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
33,9642,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9642' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
34,9665,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9665' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
35,9636,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9636' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
36,9639,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9639' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
37,9619,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9619' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
38,9648,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9648' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
39,9674,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9674' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
40,9636,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9636' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
41,9659,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9659' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
42,9619,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9619' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
43,9642,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9642' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
44,9668,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9668' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
45,9668,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9668' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
46,9665,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9665' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
47,9621,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9621' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
48,9658,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9658' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
49,9658,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9658' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
50,9621,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9621' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
51,9674,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9674' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
52,9648,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9648' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
53,9624,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9624' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,190.144.167.253
54,9636,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9636' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
55,9656,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9656' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
56,9634,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9634' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
57,9633,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9633' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
58,9688,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9688' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
59,9687,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9687' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
60,9659,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9659' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
61,9619,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9619' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
62,9639,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9639' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
63,9636,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9636' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
64,9656,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9656' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
65,9634,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9634' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
66,9633,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9633' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
67,9688,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9688' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
68,9687,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9687' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
69,9659,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9659' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
70,9619,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9619' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
71,9639,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9639' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
72,9642,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9642' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
73,9642,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9642' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
74,9631,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9631' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
75,9631,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9631' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
76,9670,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9670' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
77,9670,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9670' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
78,9648,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9648' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
79,9648,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9648' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
80,9621,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9621' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
81,9621,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9621' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
82,9665,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9665' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
83,9665,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9665' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
84,9674,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9674' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
85,9624,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9624' has viewed the submission status page for the assignment with course module id '62757'.,web,190.144.167.253
86,9674,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9674' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
87,9624,"30/09/22, 11:29",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9624' viewed the 'assign' activity with course module id '62757'.,web,190.144.167.253
88,9674,"30/09/22, 11:29",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9674' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
89,9642,"30/09/22, 11:26",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9642' viewed the section number '1' of the course with id '186'.,web,190.144.167.253
90,9619,"30/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9619' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
91,9619,"30/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9619' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
92,9619,"30/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9619' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
93,9619,"30/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9619' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
94,9619,"30/09/22, 11:26",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9619' viewed the section number '1' of the course with id '186'.,web,190.144.167.253
95,9619,"30/09/22, 11:26",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9619' viewed the course with id '186'.,web,190.144.167.253
96,9648,"30/09/22, 11:26",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9648' viewed the section number '1' of the course with id '186'.,web,190.144.167.253
97,9658,"30/09/22, 11:26",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9658' viewed the section number '1' of the course with id '186'.,web,190.144.167.253
98,9648,"30/09/22, 11:26",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9648' viewed the course with id '186'.,web,201.217.216.162
99,9668,"30/09/22, 11:25",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9668' viewed the section number '1' of the course with id '186'.,web,190.144.167.253
